unit_id,barrage_id,boost_id,hit_check_order
1010,4,3,121213131414156156
1010,7,0,11111111111111111111
1010,7,1,121212121213131313131111111111
1010,7,2,12121212121313131313141414141515151511
1010,7,3,12121212121313131313141414141515151561616
1012,1,0,11111
1012,1,1,12412131314
1012,1,2,1241251351314
1012,1,3,124125135136146
1012,2,0,111
1012,2,1,123124134
1012,2,2,12351245134
1012,2,3,1235124513466
1012,3,0,1111111111
1012,3,1,1212131314141111
1012,3,2,12121313141411511
1012,3,3,121213131414115116
1012,4,0,1111111
1012,4,1,1212131314141
1012,4,2,121213131414515
1012,4,3,1212131314145156
1012,7,0,1111111111111
1012,7,1,12121213113111414111
1012,7,2,121212131131114141151
1012,7,3,1212121311311141411516
1013,1,0,11111111
1013,1,1,12121313141411
1013,1,2,1212131314141515
1013,1,3,121213131414156156
1013,2,0,11111
1013,2,1,12412131314
1013,2,2,1241251351314
1013,2,3,124125135136146
1013,3,0,111111111111
1013,3,1,12121113131141111
1013,3,2,121211131311411511
1013,3,3,1212111313114115116
1013,4,0,11111111
1013,4,1,1212111111
1013,4,2,12121313141411
1013,4,3,121213131414156156
1013,7,0,1111111111111111
1013,7,1,1212121211131313114141111
1013,7,2,121212121113131311414115151
1013,7,3,1212121211131313114141151516
1014,1,0,11111
1014,1,1,12121211
1014,1,2,12312412413413
1014,1,3,1235124512451346613566
1014,2,0,1111
1014,2,1,12111
1014,2,2,124131314
1014,2,3,1241351351466
1014,3,0,1111111111
1014,3,1,121211111111
1014,3,2,1212131314141111
1014,3,3,12121313141415151616
1014,4,0,11111
1014,4,1,1212111
1014,4,2,12412131314
1014,4,3,124125135136146
1014,7,0,1111111111111111
1014,7,1,1212121111111111111
1014,7,2,121212113131311414111111
1014,7,3,1212121131313114141151511616
1016,1,0,111111
1016,1,1,121212131313
1016,1,2,12451245124134135135
1016,1,3,124512451246134613561356
1016,2,0,111
1016,2,1,1231213
1016,2,2,12351245134
1016,2,3,1235124513466
1016,3,0,1111111111
1016,3,1,12121313111111
1016,3,2,1212131311411511
1016,3,3,12121313114115116
1016,4,0,1111111
1016,4,1,12121313111
1016,4,2,1212131314151
1016,4,3,12121313141516
1016,7,0,111111111111111
1016,7,1,121212113131311111111
1016,7,2,121212113131311411411511
1016,7,3,1212121131313114114115116
1017,1,0,111111
1017,1,1,12121111
1017,1,2,1212131311
1017,1,3,1241251351351461466
1017,2,0,1111
1017,2,1,12111
1017,2,2,121311
1017,2,3,121314156
1017,3,0,1111111111111
1017,3,1,121112111111111
1017,3,2,12111211313111111
1017,3,3,12111211313141415151616
1017,4,0,111111111
1017,4,1,12121111111
1017,4,2,1212131311111
1017,4,3,1212131314141515166
1017,7,0,111111111111111111
1017,7,1,121212111111111111111
1017,7,2,121212131313111111111111
1017,7,3,121212131313111414141151515161616
1018,1,0,111111
1018,1,1,12121111
1018,1,2,1212131311
1018,1,3,1241251351351461466
1018,2,0,1111
1018,2,1,12111
1018,2,2,1213131
1018,2,3,1241351351466
1018,3,0,11111111111
1018,3,1,1212111111111
1018,3,2,121211313111111
1018,3,3,121211313141415151616
1018,4,0,1111111
1018,4,1,121211111
1018,4,2,12121313111
1018,4,3,12121313145146156
1018,7,0,111111111111111
1018,7,1,12121111111111111
1018,7,2,1212113131111111111
1018,7,3,1212113131141141115151616
1019,1,0,1111111
1019,1,1,121211111
1019,1,2,12121313111
1019,1,3,12121313145146156
1019,2,0,11111
1019,2,1,121111
1019,2,2,1213111
1019,2,3,1213141516
1019,3,0,111111111111
1019,3,1,12121111111111
1019,3,2,1212113131111111
1019,3,3,1212113131141415151616
1019,4,0,111111111
1019,4,1,12121111111
1019,4,2,1212131311111
1019,4,3,1212131314141515166
1019,7,0,1111111111111111
1019,7,1,1212121111111111111
1019,7,2,1212121313131111111111
1019,7,3,1212121313131141414151515161616
1020,1,0,11111
1020,1,1,1212111
1020,1,2,12412131314
1020,1,3,124125135136146
1020,2,0,1111
1020,2,1,121211
1020,2,2,1241241313
1020,2,3,12412413561356
1020,3,0,11111111
1020,3,1,1212111111
1020,3,2,12121313141411
1020,3,3,121213131414156156
1020,4,0,1111111
1020,4,1,121211111
1020,4,2,1212131314141
1020,4,3,12121313145146156
1020,7,0,1111111111111111
1020,7,1,1212121111111111111
1020,7,2,121212131313141411111111
1020,7,3,1212121313131414115115116116
1021,1,0,111111
1021,1,1,121213131414
1021,1,2,1212131314514
1021,1,3,12121313145146
1021,2,0,11
1021,2,1,12341234
1021,2,2,1234512345
1021,2,3,123456123456
1021,3,0,111111111
1021,3,1,121212131313141414
1021,3,2,121212135135135141414
1021,3,3,121212135135135146146146
1021,4,0,1111111
1021,4,1,1212131314141
1021,4,2,121213131414515
1021,4,3,1212131314145156
1021,7,0,11111111111111
1021,7,1,1212121313131141411111
1021,7,2,121212131313114141151511
1021,7,3,1212121313131141411515116
1022,1,0,11111
1022,1,1,12412131314
1022,1,2,1241251351314
1022,1,3,124125135136146
1022,2,0,111
1022,2,1,123124134
1022,2,2,12351245134
1022,2,3,1235124513466
1022,3,0,11111111111
1022,3,1,121212131311414111
1022,3,2,1212121313114141151
1022,3,3,12121213131141411516
1022,4,0,11111111
1022,4,1,1212131314111
1022,4,2,12121313141151
1022,4,3,121213131411516
1022,7,0,11111111111111
1022,7,1,12121211313111411111
1022,7,2,121212113131114111511
1022,7,3,1212121131311141115116
1023,1,0,111
1023,1,1,121314
1023,1,2,1213514
1023,1,3,12135146
1023,2,0,1
1023,2,1,1234
1023,2,2,12345
1023,2,3,123456
1023,3,0,(empty)
1023,3,1,(empty)
1023,3,2,(empty)
1023,3,3,(empty)
1023,4,0,1111111111
1023,4,1,121213131411111
1023,4,2,1212131314111511
1023,4,3,12121313141115116
1023,7,0,(empty)
1023,7,1,(empty)
1023,7,2,(empty)
1023,7,3,(empty)
1024,1,0,111111
1024,1,1,12121111
1024,1,2,1212131311
1024,1,3,1241251351351461466
1024,2,0,111
1024,2,1,1211
1024,2,2,12131
1024,2,3,12413561456
1024,3,0,111111111111
1024,3,1,12121111111111
1024,3,2,121211313114141111
1024,3,3,12121131311414115116
1024,4,0,1111111
1024,4,1,121211111
1024,4,2,12121313111
1024,4,3,12121313145146156
1024,7,0,11111111111111111
1024,7,1,12121211111111111111
1024,7,2,1212121131313111141411111
1024,7,3,12121211313131111414115151616
1025,1,0,111111
1025,1,1,12121111
1025,1,2,121213131414
1025,1,3,125125135136146146
1025,2,0,11
1025,2,1,1212
1025,2,2,123441234
1025,2,3,1234456612345566
1025,3,0,11111111
1025,3,1,121111111
1025,3,2,12131141111
1025,3,3,1213114115116
1025,4,0,111111
1025,4,1,1211111
1025,4,2,121311411
1025,4,3,12131141516
1025,7,0,1111111111111111
1025,7,1,1121212111111111111
1025,7,2,112121211313131141411111
1025,7,3,1121212113131311414115151616
1026,1,0,11111
1026,1,1,121213131
1026,1,2,1241251351314
1026,1,3,124125135136146
1026,2,0,1111
1026,2,1,12121313
1026,2,2,124124135135
1026,2,3,12412413561356
1026,3,0,111111111111
1026,3,1,12121211313111111
1026,3,2,12121211313111414151
1026,3,3,121212113131114141516
1026,4,0,11111111
1026,4,1,121213131111
1026,4,2,1212131314141515
1026,4,3,121213131414156156
1026,7,0,111111111111111
1026,7,1,12121213131111111111
1026,7,2,12121213131114141115111
1026,7,3,121212131311141411151116
1029,1,0,11111
1029,1,1,1212111
1029,1,2,12412131314
1029,1,3,124125135136146
1029,2,0,111
1029,2,1,12121
1029,2,2,123124134
1029,2,3,12351245613466
1029,3,0,111111111
1029,3,1,12121111111
1029,3,2,121213131414111
1029,3,3,1212131314141515166
1029,4,0,111111
1029,4,1,12121111
1029,4,2,121213131414
1029,4,3,1212135135146146
1029,7,0,11111111111111111
1029,7,1,12121211111111111111
1029,7,2,1212121131131311141411111
1029,7,3,12121211311313111414151151616
1031,1,0,111
1031,1,1,12121
1031,1,2,1231213
1031,1,3,12345124566134566
1031,2,0,11111
1031,2,1,121111
1031,2,2,12131311
1031,2,3,12135135146146
1031,3,0,1
1031,3,1,12
1031,3,2,1233
1031,3,3,12334455666
1031,4,0,(empty)
1031,4,1,(empty)
1031,4,2,(empty)
1031,4,3,(empty)
1031,7,0,(empty)
1031,7,1,(empty)
1031,7,2,(empty)
1031,7,3,(empty)
1032,1,0,1111111
1032,1,1,1212121111
1032,1,2,1212121313131
1032,1,3,124124125135135613561466
1032,2,0,111
1032,2,1,1211
1032,2,2,121313
1032,2,3,124513461356
1032,3,0,111111111111
1032,3,1,12112111111111
1032,3,2,1211211313111111
1032,3,3,1211211313141415151616
1032,4,0,11111
1032,4,1,1212111
1032,4,2,12412131314
1032,4,3,124125135136146
1032,7,0,1111111111111111
1032,7,1,1212121111111111111
1032,7,2,121212111313131141411111
1032,7,3,1212121113131311414115151616
1033,1,0,111111
1033,1,1,12121111
1033,1,2,121213131414
1033,1,3,1212135135146146
1033,2,0,11
1033,2,1,121
1033,2,2,1234134
1033,2,3,12345134566
1033,3,0,11111111111
1033,3,1,1212111111111
1033,3,2,12121131314141111
1033,3,3,121211313141415151616
1033,4,0,111111
1033,4,1,12121111
1033,4,2,121213131414
1033,4,3,1212135135146146
1033,7,0,11111111111111
1033,7,1,1212111111111111
1033,7,2,12121113131141411111
1033,7,3,12121113131141411515116
1034,1,0,111111111
1034,1,1,1212131311111
1034,1,2,121213131141151
1034,1,3,1212131311411516
1034,2,0,1111
1034,2,1,12121313
1034,2,2,124124135135
1034,2,3,12412413561356
1034,3,0,1111111111111
1034,3,1,1212121313131111111
1034,3,2,121212131313141414151511
1034,3,3,12121213131314141415151616
1034,4,0,111111111
1034,4,1,12121213131111
1034,4,2,121212131314141515
1034,4,3,12121213131414156156
1034,7,0,111111111111111
1034,7,1,12121211131311111111
1034,7,2,12121211131311141411511
1034,7,3,121212111313111414115116
1035,1,0,11111111
1035,1,1,121213131111
1035,1,2,1212131314141515
1035,1,3,12121313141415156
1035,2,0,111
1035,2,1,1231213
1035,2,2,12351245134
1035,2,3,1235124513466
1035,3,0,111111111111111
1035,3,1,121212111313131111111
1035,3,2,1212121113131311414115151
1035,3,3,12121211131313114141151516
1035,4,0,111111111
1035,4,1,1212113131111
1035,4,2,121211313114151
1035,4,3,1212113131141516
1035,7,0,11111111111111
1035,7,1,1212121113131111111
1035,7,2,1212121113131114141151
1035,7,3,12121211131311141411516
1036,1,0,11111
1036,1,1,121213131
1036,1,2,1241251351314
1036,1,3,124125135136146
1036,2,0,1111
1036,2,1,12121313
1036,2,2,124124135135
1036,2,3,12412413561356
1036,3,0,111111111111111
1036,3,1,12121212131313131111111
1036,3,2,12121212131313131414141515151
1036,3,3,12121212131313131414141515156166
1036,4,0,1111111111
1036,4,1,121212131311111
1036,4,2,1212121313141415151
1036,4,3,121212131314141515166
1036,7,0,11111111111111111
1036,7,1,1212121213131313111111111
1036,7,2,12121212131313131414141415151511
1036,7,3,12121212131313131414141415151516166
1038,1,0,111111
1038,1,1,121212131313
1038,1,2,12412412413451355135
1038,1,3,124124124134513556135666
1038,2,0,111
1038,2,1,1231213
1038,2,2,12351245134
1038,2,3,1235124513466
1038,3,0,111111111111111
1038,3,1,12121213111311111111
1038,3,2,1212121311131114111511
1038,3,3,12121213111311141115116
1038,4,0,111111111
1038,4,1,1212131311111
1038,4,2,121213131415111
1038,4,3,1212131314151116
1038,7,0,1111111111111111
1038,7,1,1212121113131311111111
1038,7,2,12121211131313111414151511
1038,7,3,121212111313131114141515116
1039,1,0,111111
1039,1,1,12121111
1039,1,2,1212131311
1039,1,3,1241251351351461466
1039,2,0,11
1039,2,1,1212
1039,2,2,123123
1039,2,3,12345561234566
1039,3,0,111111111111111
1039,3,1,12121111111111111
1039,3,2,1212111313111111111
1039,3,3,1212111313111141415151616
1039,4,0,11111111
1039,4,1,1212111111
1039,4,2,121213131111
1039,4,3,1212131314141516
1039,7,0,111111111111111111
1039,7,1,121212111111111111111
1039,7,2,121212111313131111111111
1039,7,3,121212111313131141414151515161616
1040,1,0,1111111
1040,1,1,121211111
1040,1,2,12121313111
1040,1,3,12121313145146156
1040,2,0,111
1040,2,1,1211
1040,2,2,12131
1040,2,3,1251351466
1040,3,0,11111111111111
1040,3,1,121212121111111111
1040,3,2,1212121213131313111111
1040,3,3,121212121313135135145146146146156156
1040,4,0,1111111111
1040,4,1,121211111111
1040,4,2,12121313111111
1040,4,3,12121313141415151616
1040,7,0,111111111111111111
1040,7,1,121212111111111111111
1040,7,2,121212113131311111111111
1040,7,3,121212113131311141414151515161616
1042,1,0,1111111111
1042,1,1,12121213131414111
1042,1,2,121212131314141151
1042,1,3,1212121313141411516
1042,2,0,111
1042,2,1,1211
1042,2,2,12313414
1042,2,3,123134551466
1042,3,0,111111111111
1042,3,1,121212111111111
1042,3,2,121212131314141515111
1042,3,3,12121213131414151511616
1042,4,0,111111
1042,4,1,121213131414
1042,4,2,12121351351414
1042,4,3,1212135135146146
1042,7,0,111111111111111
1042,7,1,121212131313111111111
1042,7,2,121212131313141414111111
1042,7,3,1212121313131414141151511616
1043,1,0,111111
1043,1,1,12211111
1043,1,2,122113314411
1043,1,3,1221133144155166
1043,2,0,1111
1043,2,1,12111
1043,2,2,12131415
1043,2,3,121314156
1043,3,0,11111111
1043,3,1,12122133134144111
1043,3,2,12122133134144155151
1043,3,3,12122133134144155156166
1043,4,0,111
1043,4,1,1221331
1043,4,2,12241334155
1043,4,3,1224133415566
1043,7,0,111111111111111111
1043,7,1,1212121211111111111111
1043,7,2,121212121313131314141414111111
1043,7,3,12121212131313131414141415151515166166
1044,1,0,111111
1044,1,1,121213131414
1044,1,2,12121351351414
1044,1,3,1212135135146146
1044,2,0,11
1044,2,1,12341
1044,2,2,123415
1044,2,3,1234156
1044,3,0,111111111111111
1044,3,1,12121213131111111111
1044,3,2,1212121313141111511111
1044,3,3,12121213131411115111116
1044,4,0,11
1044,4,1,123123
1044,4,2,1234512345
1044,4,3,123456123456
1044,7,0,111111111111
1044,7,1,121212111111111
1044,7,2,1212121313131414151511
1044,7,3,121212131313141415151616
1045,1,0,11111
1045,1,1,1212111
1045,1,2,121213131
1045,1,3,124125135136146
1045,2,0,11111
1045,2,1,1212111
1045,2,2,121213131
1045,2,3,124125135136146
1045,3,0,11111111
1045,3,1,1212111111
1045,3,2,12121313141411
1045,3,3,121213131414156156
1045,4,0,1111111
1045,4,1,121211111
1045,4,2,1212131314141
1045,4,3,12121313145146156
1045,7,0,111111111111111111
1045,7,1,1212121212131313131311111111
1045,7,2,121212121213131313131414141414111
1045,7,3,1212121212131313131314141414514515615661566
1046,1,0,11111
1046,1,1,1212111
1046,1,2,1212413513514
1046,1,3,121241351351466
1046,2,0,1111
1046,2,1,12121313
1046,2,2,1241241313
1046,2,3,12412413551366
1046,3,0,111111111
1046,3,1,12121111111
1046,3,2,12121313141415151
1046,3,3,1212131314141515166
1046,4,0,1111111
1046,4,1,12121313111
1046,4,2,1212131314141
1046,4,3,12121313145146156
1046,7,0,111111111111
1046,7,1,1212121211111111
1046,7,2,1212121211133133144144155155
1046,7,3,12121212111331331441441556615566
1047,1,0,111111
1047,1,1,121213131414
1047,1,2,12121351351414
1047,1,3,1212135135146146
1047,2,0,1111
1047,2,1,12111
1047,2,2,121311
1047,2,3,121314156
1047,3,0,1111111
1047,3,1,1212121111
1047,3,2,1212121313131
1047,3,3,121241241356135613561456
1047,4,0,111111111111
1047,4,1,12121213131314141111
1047,4,2,1212121313131414151511
1047,4,3,12121213131314141515116
1047,7,0,111111111111111
1047,7,1,1212121211111111111
1047,7,2,12121212131313131111111
1047,7,3,1212121213131313141414141556155615666
1048,1,0,1111
1048,1,1,121311
1048,1,2,12131415
1048,1,3,121314156
1048,2,0,111111
1048,2,1,12121111
1048,2,2,121213131414
1048,2,3,1212135135146146
1048,3,0,111111111111111
1048,3,1,1212121211111111111
1048,3,2,121212121131313131414141411
1048,3,3,12121212113131313141451451461561566
1048,4,0,1111111111111
1048,4,1,1212121313131111111
1048,4,2,121212131313141414151511
1048,4,3,12121213131314141415151616
1048,7,0,1111111111
1048,7,1,121211111111
1048,7,2,121213131414151511
1048,7,3,12121313141415151616
1049,1,0,1111
1049,1,1,12111
1049,1,2,1213141
1049,1,3,121314156
1049,2,0,1111
1049,2,1,121311
1049,2,2,12131415
1049,2,3,121314156
1049,3,0,111111111
1049,3,1,1212131311111
1049,3,2,12121313141415151
1049,3,3,1212131314141515166
1049,4,0,1111111111
1049,4,1,1212121111111
1049,4,2,1212121313131414141
1049,4,3,1212121313131451451461566
1049,7,0,11111111111111111111
1049,7,1,12121213131311111111111111
1049,7,2,1212121313131111111111414111
1049,7,3,1212121313131111111111414151516
1050,1,0,111111
1050,1,1,121213131414
1050,1,2,12121313514514
1050,1,3,121213135145146
1050,2,0,1111
1050,2,1,12111
1050,2,2,121311
1050,2,3,121314156
1050,3,0,11111111111111
1050,3,1,12121211111111111
1050,3,2,121212113131414111111
1050,3,3,1212121131314141151511616
1050,4,0,11111111
1050,4,1,1212121213131313
1050,4,2,124124124124135135135135
1050,4,3,1241241241241356135613561356
1050,7,0,111111111
1050,7,1,123412341234123412341111
1050,7,2,12341234123412341234155151515
1050,7,3,1234123412341234123415515661566156
1051,1,0,11111111
1051,1,1,1212111111
1051,1,2,121213131111
1051,1,3,121213135145146146156
1051,2,0,1111
1051,2,1,1241241313
1051,2,2,124124135135
1051,2,3,12412413561356
1051,3,0,1111111111111
1051,3,1,121212121313131311111
1051,3,2,12121212131313513514514141415
1051,3,3,121212121313135135145146146146156
1051,4,0,11111
1051,4,1,12121211
1051,4,2,123124124134134
1051,4,3,123512456124561345613466
1051,7,0,111111111111111111
1051,7,1,121212111111111111111
1051,7,2,121212113131311111111111
1051,7,3,121212113131311414141151515161616
1052,1,0,11111
1052,1,1,121213131
1052,1,2,1241251351314
1052,1,3,124125135136146
1052,2,0,1111
1052,2,1,12111
1052,2,2,12131414
1052,2,3,125135146146
1052,3,0,111111111111
1052,3,1,12121212131313131111
1052,3,2,1251212512135131351314141414
1052,3,3,12512125121351313513146146146146
1052,4,0,11111111111111
1052,4,1,12121211111111111
1052,4,2,1212121313131411411415151
1052,4,3,121212131313141141141515166
1052,7,0,1111111111111111
1052,7,1,121212121313131311111111
1052,7,2,1212121213131313141414141515151
1052,7,3,1261212121313131314141414151515616
1053,1,0,111111
1053,1,1,1212131311
1053,1,2,12512513131414
1053,1,3,1251251313614146
1053,2,0,1111
1053,2,1,121311
1053,2,2,12131415
1053,2,3,121314156
1053,3,0,11111111111111
1053,3,1,1212121313131414111111
1053,3,2,121212131313141415151111
1053,3,3,1212121313131414151511116
1053,4,0,1111111111111111
1053,4,1,1212121111111111111
1053,4,2,1212121313131414141111111
1053,4,3,1212121313131414141515151616116
1053,7,0,111111111111111111
1053,7,1,12121212131313131414141111111
1053,7,2,1212121213131313141414115115111
1053,7,3,12121212131313131414141151151116
1054,1,0,11111
1054,1,1,121111
1054,1,2,121314151
1054,1,3,1213141516
1054,2,0,11111
1054,2,1,121111
1054,2,2,121314151
1054,2,3,1213141516
1054,3,0,111111111111
1054,3,1,121212111111111
1054,3,2,121212131313141414151551
1054,3,3,121212131313141414151551666
1054,4,0,1111111111
1054,4,1,1212121111111
1054,4,2,1212121313134144155151
1054,4,3,1212121313134144155156166
1054,7,0,1111111111111111
1054,7,1,12121212111111111111
1054,7,2,12121212131313131414141415151515
1054,7,3,121212121313131314141414156156156156
1055,1,0,11111
1055,1,1,12121211
1055,1,2,12312412413413
1055,1,3,1235124512451346613566
1055,2,0,1111
1055,2,1,121211
1055,2,2,12124134134
1055,2,3,12561245134613456
1055,3,0,1111111111111111
1055,3,1,12112121121111111111
1055,3,2,1211212112131313131114141414
1055,3,3,121512121512131313131515146146146146
1055,4,0,1111111111111111
1055,4,1,1212121111111111111
1055,4,2,121212131313141141111111
1055,4,3,1212121313131411411511516116
1055,7,0,11111111111111111
1055,7,1,1212121212111111111111
1055,7,2,1212121212131313131313141414141414
1055,7,3,125125125125125135135131313136146146146146146146
1056,1,0,1111111
1056,1,1,121211111
1056,1,2,121231314141515
1056,1,3,12123131414156156
1056,2,0,111
1056,2,1,12211
1056,2,2,12231344155
1056,2,3,1223134415566
1056,3,0,1111111111111111111
1056,3,1,12121212121313131313111111111
1056,3,2,1212121212131313131314141414151515151
1056,3,3,1212121212131313131314141414151515156166
1056,4,0,111111111111111111111
1056,4,1,1211121112111211111111111
1056,4,2,1211121112111213131314114114111
1056,4,3,121112111211121313131411411415156156
1056,7,0,1111111111111111111111111
1056,7,1,12111211121112111111111111111
1056,7,2,1211121112111213131313141414141111111
1056,7,3,1211121112111213131313141414141515151161616
1057,1,0,1111111111
1057,1,1,121211111111
1057,1,2,121213131414151511
1057,1,3,12121313141415151616
1057,2,0,1111
1057,2,1,12111
1057,2,2,12131415
1057,2,3,121314156
1057,3,0,111111111111111111111
1057,3,1,1212121211111111111111111
1057,3,2,1212121213131311111111111111
1057,3,3,121212121313131411411411511511511616
1057,4,0,111111111111111111
1057,4,1,121212111111111111111
1057,4,2,121212111131313111111111
1057,4,3,1212121111313131141414115151616
1057,7,0,1111111111111111111
1057,7,1,121212121211111111111111
1057,7,2,12121212121313131313111111111
1057,7,3,12121212121313131313144144144155155155166166166
1058,1,0,1111111
1058,1,1,1212121111
1058,1,2,1212121313141
1058,1,3,121212131314156
1058,2,0,11111
1058,2,1,121111
1058,2,2,12131411
1058,2,3,1213141516
1058,3,0,11111111111111
1058,3,1,1212111111111111
1058,3,2,121211131311111111
1058,3,3,121211131314141151511616
1058,4,0,111111111
1058,4,1,12121111111
1058,4,2,1212131311111
1058,4,3,1212131314141515166
1058,7,0,111111111111111
1058,7,1,121212111111111111
1058,7,2,121212131313111111111
1058,7,3,121212131313141414141515151561666
1059,1,0,11111
1059,1,1,12121211
1059,1,2,123412341234134515555
1059,1,3,12346123461234613456155556
1059,2,0,111
1059,2,1,12121
1059,2,2,12345123451345
1059,2,3,123456123456134566
1059,3,0,11111111111
1059,3,1,12121211111111
1059,3,2,121212131314141111
1059,3,3,1212121313141415151616
1059,4,0,11111111
1059,4,1,12121211111
1059,4,2,12312312314141411
1059,4,3,12312312314145145156166
1059,7,0,111111111111
1059,7,1,1212121211111111
1059,7,2,12121212131313131111
1059,7,3,12121212135135135135146146146146
1060,1,0,111111
1060,1,1,121212131313
1060,1,2,124124124131313
1060,1,3,12412412413551356613566
1060,2,0,111
1060,2,1,12131
1060,2,2,121314
1060,2,3,12135146
1060,3,0,1111111111111
1060,3,1,12121212121313131313111
1060,3,2,124124125125125135135131313141414
1060,3,3,12412412512512513513513136136146146146
1060,4,0,11111111
1060,4,1,121212131313131
1060,4,2,12412412413513513513514
1060,4,3,124124124135135135135614666
1060,7,0,111111111111111
1060,7,1,121212121213131313131414141414
1060,7,2,12121212121351351351351351414141414
1060,7,3,1212121212135135135135135146146146146146
1061,1,0,111111111
1061,1,1,122123133111111
1061,1,2,122123133141414111
1061,1,3,122123133141414156156156
1061,2,0,1111
1061,2,1,122111
1061,2,2,1221331441
1061,2,3,12213314451566
1061,3,0,111111111111111
1061,3,1,121213131414111111111
1061,3,2,121213131414111151515111
1061,3,3,121213131414111151515161616
1061,4,0,111111
1061,4,1,122133144111
1061,4,2,122133144155151
1061,4,3,122133144155156166
1061,7,0,11111111111111111
1061,7,1,121213131111111111111
1061,7,2,121213131114141415151511111
1061,7,3,1212131311141414151515116161616
1062,1,0,11111
1062,1,1,121212121
1062,1,2,12341234123412341344
1062,1,3,12345561234556123456612345661344566
1062,2,0,111
1062,2,1,1211
1062,2,2,12413413
1062,2,3,124513461356
1062,3,0,111111111111111111
1062,3,1,12121212121111111111111
1062,3,2,1212121212131313131311111111
1062,3,3,121212121213513135131351461414614146156156156
1062,4,0,1111111111
1062,4,1,12121212111111
1062,4,2,1212121213131313131
1062,4,3,12412412412413413513551356613566145666
1062,7,0,111111111111111111111
1062,7,1,1212121211111111111111111
1062,7,2,12121212131313131111111111111
1062,7,3,12121212131313131141414141515151516161616
1063,1,0,11111111
1063,1,1,12121213131311
1063,1,2,12412512513513131414
1063,1,3,12412512513513136146146
1063,2,0,1111
1063,2,1,12121313
1063,2,2,124124135135
1063,2,3,12412413561356
1063,3,0,111111111111111
1063,3,1,12121211131313114141111
1063,3,2,1212121113131311414115151
1063,3,3,12121211131313114141151516
1063,4,0,1111111
